Date,month,day,year,Time,Site ,Tow,Depth_m,DO_mgL,Temp_C
7/28/2021,7,28,2021,10:11:50,PR715,E,3.221,9.6,23.683
7/28/2021,7,28,2021,10:11:51,PR715,E,3.341,9.61,23.676
7/28/2021,7,28,2021,10:11:52,PR715,E,3.464,9.62,23.669
7/28/2021,7,28,2021,10:11:53,PR715,E,3.632,9.62,23.663
7/28/2021,7,28,2021,10:11:54,PR715,E,3.737,9.63,23.657
7/28/2021,7,28,2021,10:11:55,PR715,E,3.833,9.63,23.652
7/28/2021,7,28,2021,10:11:56,PR715,E,4.734,9.64,23.646
7/28/2021,7,28,2021,10:11:57,PR715,E,4.968,9.64,23.641
7/28/2021,7,28,2021,10:11:58,PR715,E,5.301,9.64,23.636
7/28/2021,7,28,2021,10:11:59,PR715,E,5.293,9.65,23.631
7/28/2021,7,28,2021,10:12:00,PR715,E,5.317,9.65,23.628
7/28/2021,7,28,2021,10:12:01,PR715,E,5.397,9.65,23.625
7/28/2021,7,28,2021,10:12:02,PR715,E,5.513,9.65,23.623
7/28/2021,7,28,2021,10:12:03,PR715,E,5.656,9.65,23.621
7/28/2021,7,28,2021,10:12:04,PR715,E,5.777,9.66,23.619
7/28/2021,7,28,2021,10:12:05,PR715,E,6.77,9.66,23.616
7/28/2021,7,28,2021,10:12:06,PR715,E,7.055,9.65,23.615
7/28/2021,7,28,2021,10:12:07,PR715,E,7.27,9.65,23.613
7/28/2021,7,28,2021,10:12:08,PR715,E,7.432,9.65,23.612
7/28/2021,7,28,2021,10:12:09,PR715,E,7.522,9.65,23.61
7/28/2021,7,28,2021,10:12:10,PR715,E,7.702,9.65,23.609
7/28/2021,7,28,2021,10:12:11,PR715,E,7.815,9.65,23.608
7/28/2021,7,28,2021,10:12:12,PR715,E,7.882,9.65,23.606
7/28/2021,7,28,2021,10:12:13,PR715,E,7.955,9.65,23.605
7/28/2021,7,28,2021,10:12:14,PR715,E,8.061,9.65,23.604
7/28/2021,7,28,2021,10:12:15,PR715,E,8.146,9.64,23.602
7/28/2021,7,28,2021,10:12:16,PR715,E,9.19,9.64,23.599
7/28/2021,7,28,2021,10:12:17,PR715,E,9.279,9.64,23.595
7/28/2021,7,28,2021,10:12:18,PR715,E,9.508,9.63,23.592
7/28/2021,7,28,2021,10:12:19,PR715,E,9.568,9.63,23.586
7/28/2021,7,28,2021,10:12:20,PR715,E,9.675,9.62,23.579
7/28/2021,7,28,2021,10:12:21,PR715,E,9.79,9.62,23.569
7/28/2021,7,28,2021,10:12:22,PR715,E,9.902,9.61,23.557
7/28/2021,7,28,2021,10:12:23,PR715,E,10.07,9.61,23.54
7/28/2021,7,28,2021,10:12:24,PR715,E,10.182,9.61,23.524
7/28/2021,7,28,2021,10:12:25,PR715,E,10.277,9.59,23.5
7/28/2021,7,28,2021,10:12:26,PR715,E,11.263,9.59,23.474
7/28/2021,7,28,2021,10:12:27,PR715,E,11.588,9.57,23.433
7/28/2021,7,28,2021,10:12:28,PR715,E,11.827,9.57,23.392
7/28/2021,7,28,2021,10:12:29,PR715,E,11.899,9.54,23.342
7/28/2021,7,28,2021,10:12:30,PR715,E,12.083,9.19,23.294
7/28/2021,7,28,2021,10:12:31,PR715,E,12.278,9.14,23.236
7/28/2021,7,28,2021,10:12:32,PR715,E,12.475,9.06,23.176
7/28/2021,7,28,2021,10:12:33,PR715,E,13.468,9.03,23.121
7/28/2021,7,28,2021,10:12:34,PR715,E,13.659,9.01,23.055
7/28/2021,7,28,2021,10:12:35,PR715,E,13.836,8.96,22.998
7/28/2021,7,28,2021,10:12:36,PR715,E,13.944,8.95,22.932
7/28/2021,7,28,2021,10:12:37,PR715,E,14.056,8.9,22.866
7/28/2021,7,28,2021,10:12:38,PR715,E,14.199,8.88,22.782
7/28/2021,7,28,2021,10:12:39,PR715,E,14.306,8.48,22.707
7/28/2021,7,28,2021,10:12:40,PR715,E,14.445,8.4,22.618
7/28/2021,7,28,2021,10:12:41,PR715,E,14.55,8.26,22.54
7/28/2021,7,28,2021,10:12:42,PR715,E,14.647,8.26,22.449
7/28/2021,7,28,2021,10:12:43,PR715,E,14.738,8.18,22.366
7/28/2021,7,28,2021,10:12:44,PR715,E,15.773,7.78,21.2
7/28/2021,7,28,2021,10:12:45,PR715,E,15.918,7.95,21.236
7/28/2021,7,28,2021,10:12:46,PR715,E,16.064,7.61,20.637
7/28/2021,7,28,2021,10:12:47,PR715,E,16.082,7.47,20.526
7/28/2021,7,28,2021,10:12:48,PR715,E,16.141,7.39,20.45
7/28/2021,7,28,2021,10:12:49,PR715,E,16.244,6.73,20.147
7/28/2021,7,28,2021,10:12:50,PR715,E,16.362,6.4,19.816
7/28/2021,7,28,2021,10:12:51,PR715,E,16.449,6.16,19.691
7/28/2021,7,28,2021,10:12:52,PR715,E,16.507,6.01,19.59
7/28/2021,7,28,2021,10:12:53,PR715,E,16.565,5.57,19.499
7/28/2021,7,28,2021,10:12:54,PR715,E,16.633,5.04,17.129
7/28/2021,7,28,2021,10:12:55,PR715,E,17.545,4.94,15.601
7/28/2021,7,28,2021,10:12:56,PR715,E,17.689,4.81,15.118
7/28/2021,7,28,2021,10:12:57,PR715,E,17.91,4.69,14.956
7/28/2021,7,28,2021,10:12:58,PR715,E,18.054,4.06,14.746
7/28/2021,7,28,2021,10:12:59,PR715,E,18.139,3.79,14.532
7/28/2021,7,28,2021,10:13:00,PR715,E,18.205,3.61,14.423
7/28/2021,7,28,2021,10:13:01,PR715,E,18.259,3.45,14.308
7/28/2021,7,28,2021,10:13:02,PR715,E,18.37,3.34,13.018
7/28/2021,7,28,2021,10:13:03,PR715,E,19.197,3.32,12.78
7/28/2021,7,28,2021,10:13:04,PR715,E,19.261,3.31,12.764
7/28/2021,7,28,2021,10:13:05,PR715,E,19.524,3.28,12.458
7/28/2021,7,28,2021,10:13:06,PR715,E,19.685,3.28,12.443
7/28/2021,7,28,2021,10:13:07,PR715,E,19.89,3.25,12.303
7/28/2021,7,28,2021,10:13:08,PR715,E,20.088,3.24,12.214
7/28/2021,7,28,2021,10:13:09,PR715,E,20.223,3.23,12.171
7/28/2021,7,28,2021,10:13:10,PR715,E,20.348,3.21,12.131
7/28/2021,7,28,2021,10:13:11,PR715,E,20.471,3.2,12.078
7/28/2021,7,28,2021,10:13:12,PR715,E,21.266,3.2,12.042
7/28/2021,7,28,2021,10:13:13,PR715,E,21.498,3.2,12.012
7/28/2021,7,28,2021,10:13:14,PR715,E,21.899,3.2,11.99
7/28/2021,7,28,2021,10:13:15,PR715,E,22.017,3.18,11.969
7/28/2021,7,28,2021,10:13:16,PR715,E,22.074,3.18,11.957
7/28/2021,7,28,2021,10:13:17,PR715,E,22.094,3.18,11.948
7/28/2021,7,28,2021,10:13:18,PR715,E,22.121,3.18,11.941
7/28/2021,7,28,2021,10:13:19,PR715,E,22.153,3.18,11.905
7/28/2021,7,28,2021,10:13:20,PR715,E,22.17,3.21,11.884
7/28/2021,7,28,2021,10:13:21,PR715,E,22.181,3.21,11.866
7/28/2021,7,28,2021,10:13:22,PR715,E,22.189,3.23,11.851
7/28/2021,7,28,2021,10:13:23,PR715,E,22.195,3.25,11.846
7/28/2021,7,28,2021,10:13:24,PR715,E,22.201,3.26,11.848
7/28/2021,7,28,2021,10:13:25,PR715,E,22.205,3.28,11.853
7/28/2021,7,28,2021,10:13:26,PR715,E,22.209,3.29,11.857
7/28/2021,7,28,2021,10:13:27,PR715,E,22.212,3.3,11.864
7/28/2021,7,28,2021,10:13:28,PR715,E,22.215,3.31,11.872
7/28/2021,7,28,2021,10:13:29,PR715,E,22.217,3.31,11.879
7/28/2021,7,28,2021,10:13:30,PR715,E,22.219,3.32,11.885
7/28/2021,7,28,2021,10:13:31,PR715,E,22.221,3.32,11.891
7/28/2021,7,28,2021,10:13:32,PR715,E,22.223,3.32,11.899
7/28/2021,7,28,2021,10:13:33,PR715,E,22.225,3.33,11.906
7/28/2021,7,28,2021,10:13:34,PR715,E,22.226,3.33,11.915
7/28/2021,7,28,2021,10:13:35,PR715,E,22.227,3.33,11.923
7/28/2021,7,28,2021,10:13:36,PR715,E,22.229,3.33,11.932
7/28/2021,7,28,2021,10:13:37,PR715,E,22.23,3.33,11.94
7/28/2021,7,28,2021,10:13:38,PR715,E,22.231,3.32,11.949
7/28/2021,7,28,2021,10:13:39,PR715,E,22.232,3.32,11.957
7/28/2021,7,28,2021,10:13:40,PR715,E,22.233,3.32,11.966
7/28/2021,7,28,2021,10:13:41,PR715,E,22.234,3.32,11.974
7/28/2021,7,28,2021,10:13:42,PR715,E,22.234,3.32,11.982
7/28/2021,7,28,2021,10:13:43,PR715,E,22.235,3.32,11.989
7/28/2021,7,28,2021,10:13:44,PR715,E,22.236,3.32,11.996
7/28/2021,7,28,2021,10:13:45,PR715,E,22.236,3.32,12.002
7/28/2021,7,28,2021,10:13:46,PR715,E,22.237,3.32,12.008
7/28/2021,7,28,2021,10:13:47,PR715,E,22.237,3.32,12.014
7/28/2021,7,28,2021,10:13:48,PR715,E,22.238,3.31,12.019
7/28/2021,7,28,2021,10:13:49,PR715,E,22.238,3.31,12.024
7/28/2021,7,28,2021,10:13:50,PR715,E,22.239,3.31,12.029
7/28/2021,7,28,2021,10:13:51,PR715,E,22.239,3.31,12.034
7/28/2021,7,28,2021,10:13:52,PR715,E,22.24,3.31,12.038
7/28/2021,7,28,2021,10:13:53,PR715,E,22.243,3.31,12.042
7/28/2021,7,28,2021,10:13:54,PR715,E,22.247,3.31,12.045
7/28/2021,7,28,2021,10:13:55,PR715,E,22.25,3.31,12.048
7/28/2021,7,28,2021,10:13:56,PR715,E,22.251,3.3,12.051
7/28/2021,7,28,2021,10:13:57,PR715,E,22.251,3.3,12.054
7/28/2021,7,28,2021,10:13:58,PR715,E,22.251,3.3,12.056
7/28/2021,7,28,2021,10:13:59,PR715,E,22.252,3.3,12.058
7/28/2021,7,28,2021,10:14:00,PR715,E,22.252,3.3,12.06
7/28/2021,7,28,2021,10:14:01,PR715,E,22.252,3.3,12.062
7/28/2021,7,28,2021,10:14:02,PR715,E,22.253,3.3,12.063
7/28/2021,7,28,2021,10:14:03,PR715,E,22.253,3.3,12.064
7/28/2021,7,28,2021,10:14:04,PR715,E,22.253,3.3,12.066
7/28/2021,7,28,2021,10:14:05,PR715,E,22.253,3.3,12.068
7/28/2021,7,28,2021,10:14:06,PR715,E,22.253,3.29,12.07
7/28/2021,7,28,2021,10:14:07,PR715,E,22.253,3.29,12.072
7/28/2021,7,28,2021,10:14:08,PR715,E,22.253,3.29,12.074
7/28/2021,7,28,2021,10:14:09,PR715,E,22.254,3.29,12.073
7/28/2021,7,28,2021,11:06:27,PR716,S,0.172,9.35,23.834
7/28/2021,7,28,2021,11:06:28,PR716,S,0.172,9.36,23.856
7/28/2021,7,28,2021,11:06:29,PR716,S,0.172,9.37,23.87
7/28/2021,7,28,2021,11:06:30,PR716,S,0.172,9.37,23.88
7/28/2021,7,28,2021,11:06:31,PR716,S,0.172,9.38,23.909
7/28/2021,7,28,2021,11:06:32,PR716,S,0.172,9.37,23.918
7/28/2021,7,28,2021,11:06:33,PR716,S,0.174,9.38,23.924
7/28/2021,7,28,2021,11:06:34,PR716,S,0.177,9.39,23.933
7/28/2021,7,28,2021,11:06:35,PR716,S,0.184,9.4,23.935
7/28/2021,7,28,2021,11:06:36,PR716,S,0.193,9.42,23.941
7/28/2021,7,28,2021,11:06:37,PR716,S,0.199,9.44,23.952
7/28/2021,7,28,2021,11:06:38,PR716,S,0.206,9.46,23.953
7/28/2021,7,28,2021,11:06:39,PR716,S,0.216,9.48,23.961
7/28/2021,7,28,2021,11:06:40,PR716,S,0.227,9.49,23.973
7/28/2021,7,28,2021,11:06:41,PR716,S,0.242,9.51,23.985
7/28/2021,7,28,2021,11:06:42,PR716,S,1.098,9.52,24.007
7/28/2021,7,28,2021,11:06:43,PR716,S,1.239,9.53,24.028
7/28/2021,7,28,2021,11:06:44,PR716,S,1.551,9.54,24.031
7/28/2021,7,28,2021,11:06:45,PR716,S,1.657,9.56,24.028
7/28/2021,7,28,2021,11:06:46,PR716,S,1.797,9.57,24.023
7/28/2021,7,28,2021,11:06:47,PR716,S,2.007,9.58,24.014
7/28/2021,7,28,2021,11:06:48,PR716,S,2.163,9.59,23.999
7/28/2021,7,28,2021,11:06:49,PR716,S,2.272,9.6,23.985
7/28/2021,7,28,2021,11:06:50,PR716,S,2.394,9.6,23.966
7/28/2021,7,28,2021,11:06:51,PR716,S,3.263,9.61,23.949
7/28/2021,7,28,2021,11:06:52,PR716,S,3.583,9.62,23.929
7/28/2021,7,28,2021,11:06:53,PR716,S,3.799,9.63,23.911
7/28/2021,7,28,2021,11:06:54,PR716,S,3.826,9.64,23.889
7/28/2021,7,28,2021,11:06:55,PR716,S,3.897,9.65,23.869
7/28/2021,7,28,2021,11:06:56,PR716,S,4.059,9.66,23.848
7/28/2021,7,28,2021,11:06:57,PR716,S,4.166,9.67,23.83
7/28/2021,7,28,2021,11:06:58,PR716,S,4.263,9.68,23.811
7/28/2021,7,28,2021,11:06:59,PR716,S,4.381,9.69,23.796
7/28/2021,7,28,2021,11:07:00,PR716,S,4.481,9.7,23.784
7/28/2021,7,28,2021,11:07:01,PR716,S,5.452,9.7,23.777
7/28/2021,7,28,2021,11:07:02,PR716,S,5.546,9.71,23.768
7/28/2021,7,28,2021,11:07:03,PR716,S,5.679,9.72,23.763
7/28/2021,7,28,2021,11:07:04,PR716,S,5.751,9.72,23.757
7/28/2021,7,28,2021,11:07:05,PR716,S,5.875,9.72,23.752
7/28/2021,7,28,2021,11:07:06,PR716,S,6.041,9.72,23.747
7/28/2021,7,28,2021,11:07:07,PR716,S,6.159,9.72,23.742
7/28/2021,7,28,2021,11:07:08,PR716,S,6.257,9.72,23.738
7/28/2021,7,28,2021,11:07:09,PR716,S,6.373,9.72,23.734
7/28/2021,7,28,2021,11:07:10,PR716,S,6.461,9.72,23.73
7/28/2021,7,28,2021,11:07:11,PR716,S,6.532,9.71,23.726
7/28/2021,7,28,2021,11:07:12,PR716,S,7.318,9.71,23.722
7/28/2021,7,28,2021,11:07:13,PR716,S,7.412,9.7,23.717
7/28/2021,7,28,2021,11:07:14,PR716,S,7.725,9.7,23.711
7/28/2021,7,28,2021,11:07:15,PR716,S,7.9,9.69,23.702
7/28/2021,7,28,2021,11:07:16,PR716,S,8.025,9.68,23.692
7/28/2021,7,28,2021,11:07:17,PR716,S,8.07,9.68,23.679
7/28/2021,7,28,2021,11:07:18,PR716,S,8.194,9.66,23.664
7/28/2021,7,28,2021,11:07:19,PR716,S,8.302,9.65,23.644
7/28/2021,7,28,2021,11:07:20,PR716,S,8.397,9.63,23.621
7/28/2021,7,28,2021,11:07:21,PR716,S,8.505,9.26,23.589
7/28/2021,7,28,2021,11:07:22,PR716,S,9.366,9.09,23.554
7/28/2021,7,28,2021,11:07:23,PR716,S,9.532,8.95,23.51
7/28/2021,7,28,2021,11:07:24,PR716,S,9.687,8.83,23.47
7/28/2021,7,28,2021,11:07:25,PR716,S,9.64,8.75,23.427
7/28/2021,7,28,2021,11:07:26,PR716,S,9.719,8.66,23.388
7/28/2021,7,28,2021,11:07:27,PR716,S,9.909,8.6,23.344
7/28/2021,7,28,2021,11:07:28,PR716,S,10.022,8.54,23.308
7/28/2021,7,28,2021,11:07:29,PR716,S,10.113,8.24,23.269
7/28/2021,7,28,2021,11:07:30,PR716,S,10.191,8.17,23.236
7/28/2021,7,28,2021,11:07:31,PR716,S,10.285,8.15,23.203
7/28/2021,7,28,2021,11:07:32,PR716,S,11.126,8.14,23.174
7/28/2021,7,28,2021,11:07:33,PR716,S,11.287,8.13,23.148
7/28/2021,7,28,2021,11:07:34,PR716,S,11.404,8.12,23.128
7/28/2021,7,28,2021,11:07:35,PR716,S,11.702,8.11,23.118
7/28/2021,7,28,2021,11:07:36,PR716,S,11.706,8.11,23.108
7/28/2021,7,28,2021,11:07:37,PR716,S,11.733,8.11,23.101
7/28/2021,7,28,2021,11:07:38,PR716,S,11.797,8.1,23.091
7/28/2021,7,28,2021,11:07:39,PR716,S,11.902,8.1,23.083
7/28/2021,7,28,2021,11:07:40,PR716,S,12.023,8.11,23.074
7/28/2021,7,28,2021,11:07:41,PR716,S,12.127,8.11,23.065
7/28/2021,7,28,2021,11:07:42,PR716,S,13.001,8.12,23.054
7/28/2021,7,28,2021,11:07:43,PR716,S,13.182,8.12,23.045
7/28/2021,7,28,2021,11:07:44,PR716,S,13.592,8.13,23.033
7/28/2021,7,28,2021,11:07:45,PR716,S,13.596,8.14,23.023
7/28/2021,7,28,2021,11:07:46,PR716,S,13.647,8.15,23.009
7/28/2021,7,28,2021,11:07:47,PR716,S,13.787,8.16,22.995
7/28/2021,7,28,2021,11:07:48,PR716,S,13.912,8.17,22.977
7/28/2021,7,28,2021,11:07:49,PR716,S,14.003,8.18,22.961
7/28/2021,7,28,2021,11:07:50,PR716,S,14.102,8.19,22.939
7/28/2021,7,28,2021,11:07:51,PR716,S,14.202,8.19,22.916
7/28/2021,7,28,2021,11:07:52,PR716,S,15.185,8.19,22.875
7/28/2021,7,28,2021,11:07:53,PR716,S,15.455,7.83,22.832
7/28/2021,7,28,2021,11:07:54,PR716,S,15.688,7.75,22.779
7/28/2021,7,28,2021,11:07:55,PR716,S,15.779,7.63,22.727
7/28/2021,7,28,2021,11:07:56,PR716,S,15.991,7.58,22.651
7/28/2021,7,28,2021,11:07:57,PR716,S,16.192,7.49,22.569
7/28/2021,7,28,2021,11:07:58,PR716,S,16.322,7.41,22.462
7/28/2021,7,28,2021,11:07:59,PR716,S,17.203,6.79,20.449
7/28/2021,7,28,2021,11:08:00,PR716,S,17.385,6.84,18.961
7/28/2021,7,28,2021,11:08:01,PR716,S,17.645,6.61,18.026
7/28/2021,7,28,2021,11:08:02,PR716,S,17.89,6.02,17.004
7/28/2021,7,28,2021,11:08:03,PR716,S,17.954,5.64,16.593
7/28/2021,7,28,2021,11:08:04,PR716,S,18.036,5.11,16.448
7/28/2021,7,28,2021,11:08:05,PR716,S,18.144,4.66,16.263
7/28/2021,7,28,2021,11:08:06,PR716,S,18.27,4.56,16.083
7/28/2021,7,28,2021,11:08:07,PR716,S,18.377,3.84,14.53
7/28/2021,7,28,2021,11:08:08,PR716,S,19.226,3.78,13.846
7/28/2021,7,28,2021,11:08:09,PR716,S,19.522,3.57,13.134
7/28/2021,7,28,2021,11:08:10,PR716,S,19.807,3.58,12.77
7/28/2021,7,28,2021,11:08:11,PR716,S,20.061,3.51,12.619
7/28/2021,7,28,2021,11:08:12,PR716,S,20.159,3.45,12.515
7/28/2021,7,28,2021,11:08:13,PR716,S,20.351,3.4,12.468
7/28/2021,7,28,2021,11:08:14,PR716,S,20.499,3.35,12.445
7/28/2021,7,28,2021,11:08:15,PR716,S,20.64,3.31,12.405
7/28/2021,7,28,2021,11:08:16,PR716,S,20.782,3.27,12.38
7/28/2021,7,28,2021,11:08:17,PR716,S,21.701,3.23,12.357
7/28/2021,7,28,2021,11:08:18,PR716,S,21.711,2.86,12.345
7/28/2021,7,28,2021,11:08:19,PR716,S,21.757,2.79,12.341
7/28/2021,7,28,2021,11:08:20,PR716,S,21.765,2.75,12.337
7/28/2021,7,28,2021,11:08:21,PR716,S,21.787,2.72,12.338
7/28/2021,7,28,2021,11:08:22,PR716,S,21.808,2.7,12.341
7/28/2021,7,28,2021,11:08:23,PR716,S,21.819,2.67,12.343
7/28/2021,7,28,2021,11:08:24,PR716,S,21.823,2.65,12.326
7/28/2021,7,28,2021,11:08:25,PR716,S,21.825,2.64,12.319
7/28/2021,7,28,2021,11:08:26,PR716,S,21.826,2.62,12.315
7/28/2021,7,28,2021,11:08:27,PR716,S,21.827,2.6,12.313
7/28/2021,7,28,2021,11:08:28,PR716,S,21.828,2.59,12.321
7/28/2021,7,28,2021,11:08:29,PR716,S,21.829,2.57,12.332
7/28/2021,7,28,2021,11:08:30,PR716,S,21.829,2.56,12.343
7/28/2021,7,28,2021,11:08:31,PR716,S,21.829,2.54,12.355
7/28/2021,7,28,2021,11:08:32,PR716,S,21.83,2.53,12.362
7/28/2021,7,28,2021,11:08:33,PR716,S,21.831,2.51,12.369
7/28/2021,7,28,2021,11:08:34,PR716,S,21.831,2.49,12.373
7/28/2021,7,28,2021,11:08:35,PR716,S,21.832,2.47,12.373
7/28/2021,7,28,2021,11:08:36,PR716,S,21.832,2.44,12.374
7/28/2021,7,28,2021,11:08:37,PR716,S,21.833,2.42,12.378
7/28/2021,7,28,2021,11:08:38,PR716,S,21.833,2.4,12.381
7/28/2021,7,28,2021,11:08:39,PR716,S,21.833,2.38,12.381
7/28/2021,7,28,2021,11:27:48,PR716,E,0.17,8.63,23.669
7/28/2021,7,28,2021,11:27:49,PR716,E,0.17,8.64,23.692
7/28/2021,7,28,2021,11:27:50,PR716,E,0.17,8.95,23.706
7/28/2021,7,28,2021,11:27:51,PR716,E,0.172,9.08,23.732
7/28/2021,7,28,2021,11:27:52,PR716,E,0.175,9.19,23.756
7/28/2021,7,28,2021,11:27:53,PR716,E,0.18,9.23,23.784
7/28/2021,7,28,2021,11:27:54,PR716,E,0.189,9.27,23.809
7/28/2021,7,28,2021,11:27:55,PR716,E,0.202,9.3,23.837
7/28/2021,7,28,2021,11:27:56,PR716,E,0.215,9.33,23.861
7/28/2021,7,28,2021,11:27:57,PR716,E,0.227,9.36,23.889
7/28/2021,7,28,2021,11:27:58,PR716,E,0.239,9.37,23.915
7/28/2021,7,28,2021,11:27:59,PR716,E,1.122,9.38,23.945
7/28/2021,7,28,2021,11:28:00,PR716,E,1.279,9.39,23.973
7/28/2021,7,28,2021,11:28:01,PR716,E,1.378,9.41,23.988
7/28/2021,7,28,2021,11:28:02,PR716,E,1.496,9.41,23.989
7/28/2021,7,28,2021,11:28:03,PR716,E,1.625,9.42,23.992
7/28/2021,7,28,2021,11:28:04,PR716,E,1.765,9.44,23.99
7/28/2021,7,28,2021,11:28:05,PR716,E,1.878,9.45,23.984
7/28/2021,7,28,2021,11:28:06,PR716,E,1.985,9.48,23.974
7/28/2021,7,28,2021,11:28:07,PR716,E,2.093,9.51,23.96
7/28/2021,7,28,2021,11:28:08,PR716,E,2.22,9.53,23.945
7/28/2021,7,28,2021,11:28:09,PR716,E,2.317,9.55,23.928
7/28/2021,7,28,2021,11:28:10,PR716,E,3.283,9.57,23.909
7/28/2021,7,28,2021,11:28:11,PR716,E,3.469,9.59,23.89
7/28/2021,7,28,2021,11:28:12,PR716,E,3.474,9.61,23.87
7/28/2021,7,28,2021,11:28:13,PR716,E,3.611,9.63,23.852
7/28/2021,7,28,2021,11:28:14,PR716,E,3.784,9.64,23.831
7/28/2021,7,28,2021,11:28:15,PR716,E,3.964,9.66,23.813
7/28/2021,7,28,2021,11:28:16,PR716,E,4.109,9.68,23.794
7/28/2021,7,28,2021,11:28:17,PR716,E,4.266,9.69,23.777
7/28/2021,7,28,2021,11:28:18,PR716,E,4.395,9.71,23.76
7/28/2021,7,28,2021,11:28:19,PR716,E,4.499,9.72,23.749
7/28/2021,7,28,2021,11:28:20,PR716,E,5.345,9.73,23.739
7/28/2021,7,28,2021,11:28:21,PR716,E,5.41,9.74,23.732
7/28/2021,7,28,2021,11:28:22,PR716,E,5.641,9.75,23.726
7/28/2021,7,28,2021,11:28:23,PR716,E,5.75,9.76,23.72
7/28/2021,7,28,2021,11:28:24,PR716,E,5.86,9.77,23.714
7/28/2021,7,28,2021,11:28:25,PR716,E,5.976,9.77,23.709
7/28/2021,7,28,2021,11:28:26,PR716,E,6.108,9.77,23.704
7/28/2021,7,28,2021,11:28:27,PR716,E,6.203,9.77,23.7
7/28/2021,7,28,2021,11:28:28,PR716,E,6.304,9.77,23.696
7/28/2021,7,28,2021,11:28:29,PR716,E,6.413,9.77,23.693
7/28/2021,7,28,2021,11:28:30,PR716,E,7.498,9.77,23.69
7/28/2021,7,28,2021,11:28:31,PR716,E,7.71,9.77,23.687
7/28/2021,7,28,2021,11:28:32,PR716,E,7.795,9.77,23.684
7/28/2021,7,28,2021,11:28:33,PR716,E,7.821,9.76,23.682
7/28/2021,7,28,2021,11:28:34,PR716,E,8.029,9.76,23.678
7/28/2021,7,28,2021,11:28:35,PR716,E,8.222,9.75,23.674
7/28/2021,7,28,2021,11:28:36,PR716,E,8.344,9.75,23.669
7/28/2021,7,28,2021,11:28:37,PR716,E,8.459,9.74,23.664
7/28/2021,7,28,2021,11:28:38,PR716,E,8.579,9.73,23.655
7/28/2021,7,28,2021,11:28:39,PR716,E,8.703,9.72,23.643
7/28/2021,7,28,2021,11:28:40,PR716,E,9.766,9.71,23.62
7/28/2021,7,28,2021,11:28:41,PR716,E,9.94,9.7,23.591
7/28/2021,7,28,2021,11:28:42,PR716,E,10.093,9.68,23.556
7/28/2021,7,28,2021,11:28:43,PR716,E,10.134,9.66,23.52
7/28/2021,7,28,2021,11:28:44,PR716,E,10.254,9.35,23.471
7/28/2021,7,28,2021,11:28:45,PR716,E,10.395,9.32,23.424
7/28/2021,7,28,2021,11:28:46,PR716,E,10.49,9.26,23.368
7/28/2021,7,28,2021,11:28:47,PR716,E,10.624,9.25,23.31
7/28/2021,7,28,2021,11:28:48,PR716,E,10.724,9.23,23.26
7/28/2021,7,28,2021,11:28:49,PR716,E,11.602,9.22,23.202
7/28/2021,7,28,2021,11:28:50,PR716,E,11.711,9.2,23.152
7/28/2021,7,28,2021,11:28:51,PR716,E,11.788,9.18,23.097
7/28/2021,7,28,2021,11:28:52,PR716,E,12.103,9.16,23.053
7/28/2021,7,28,2021,11:28:53,PR716,E,12.196,9.14,23.011
7/28/2021,7,28,2021,11:28:54,PR716,E,12.302,9.11,22.98
7/28/2021,7,28,2021,11:28:55,PR716,E,12.391,9.09,22.943
7/28/2021,7,28,2021,11:28:56,PR716,E,12.498,8.79,22.915
7/28/2021,7,28,2021,11:28:57,PR716,E,12.541,8.74,22.89
7/28/2021,7,28,2021,11:28:58,PR716,E,12.585,8.69,22.869
7/28/2021,7,28,2021,11:28:59,PR716,E,12.642,8.66,22.844
7/28/2021,7,28,2021,11:29:00,PR716,E,12.706,8.63,22.823
7/28/2021,7,28,2021,11:29:01,PR716,E,13.54,8.59,22.796
7/28/2021,7,28,2021,11:29:02,PR716,E,13.724,8.55,22.771
7/28/2021,7,28,2021,11:29:03,PR716,E,13.845,8.53,22.741
7/28/2021,7,28,2021,11:29:04,PR716,E,13.972,8.5,22.715
7/28/2021,7,28,2021,11:29:05,PR716,E,14.058,8.48,22.685
7/28/2021,7,28,2021,11:29:06,PR716,E,14.188,8.46,22.66
7/28/2021,7,28,2021,11:29:07,PR716,E,14.312,8.44,22.633
7/28/2021,7,28,2021,11:29:08,PR716,E,14.397,8.41,22.611
7/28/2021,7,28,2021,11:29:09,PR716,E,14.52,8.12,22.586
7/28/2021,7,28,2021,11:29:10,PR716,E,14.641,8.05,22.558
7/28/2021,7,28,2021,11:29:11,PR716,E,14.738,7.92,22.514
7/28/2021,7,28,2021,11:29:12,PR716,E,15.858,7.86,22.468
7/28/2021,7,28,2021,11:29:13,PR716,E,16.029,7.77,22.435
7/28/2021,7,28,2021,11:29:14,PR716,E,16.042,7.71,22.374
7/28/2021,7,28,2021,11:29:15,PR716,E,16.158,7.64,22.311
7/28/2021,7,28,2021,11:29:16,PR716,E,16.38,7.19,21.123
7/28/2021,7,28,2021,11:29:17,PR716,E,16.508,7.17,21.146
7/28/2021,7,28,2021,11:29:18,PR716,E,16.578,6.76,20.066
7/28/2021,7,28,2021,11:29:19,PR716,E,16.692,6.44,19.883
7/28/2021,7,28,2021,11:29:20,PR716,E,16.798,6.01,19.245
7/28/2021,7,28,2021,11:29:21,PR716,E,16.902,5.68,17.084
